dateTime,airTempF,precipInches,leafWetnessMinutes,rhPercent,windSpeedMph,windDirDegrees,solarRadLangleys,soilTempF,SoilMoistM3M3,dewpointF
09/28/2020 23:00 EDT,73.0,0.00,0,71,8.9,145,0,68.4,0.17,63
09/28/2020 22:00 EDT,73.0,0.00,0,70,8.9,146,0,68.5,0.17,63
09/28/2020 21:00 EDT,74.1,0.00,0,65,8.9,146,0,69.1,0.17,62
09/28/2020 20:00 EDT,75.4,0.00,0,60,6.0,143,0,69.4,0.17,61
09/28/2020 19:00 EDT,77.0,0.00,0,55,5.1,140,2,70.0,0.17,60
09/28/2020 18:00 EDT,76.6,0.00,0,56,5.1,114,13,70.2,0.17,60
09/28/2020 17:00 EDT,81.7,0.00,0,44,6.7,195,24,70.2,0.17,58
09/28/2020 16:00 EDT,81.1,0.00,0,45,8.3,194,25,70.2,0.17,58
09/28/2020 15:00 EDT,83.5,0.00,0,46,8.9,174,37,69.8,0.17,61
09/28/2020 14:00 EDT,78.1,0.00,0,59,6.7,139,42,69.3,0.17,63
09/28/2020 13:00 EDT,78.8,0.00,0,60,10.5,124,57,68.0,0.17,64
09/28/2020 12:00 EDT,77.4,0.00,0,66,6.0,125,38,66.7,0.17,65
09/28/2020 11:00 EDT,74.5,0.00,0,72,7.4,125,44,65.5,0.18,65
09/28/2020 10:00 EDT,70.9,0.00,3,80,7.4,118,30,64.8,0.18,64
09/28/2020 09:00 EDT,66.7,0.00,11,88,3.8,133,12,64.4,0.18,63
09/28/2020 08:00 EDT,65.8,0.00,19,88,2.2,150,4,64.4,0.18,62
09/28/2020 07:00 EDT,64.6,0.00,36,90,3.8,146,0,64.6,0.18,62
09/28/2020 06:00 EDT,63.0,0.00,60,92,3.8,152,0,64.8,0.18,61
09/28/2020 05:00 EDT,61.9,0.00,56,94,2.2,157,0,65.1,0.18,60
09/28/2020 04:00 EDT,63.9,0.00,21,91,2.2,140,0,65.3,0.18,61
09/28/2020 03:00 EDT,64.4,0.00,23,87,3.8,145,0,65.7,0.18,60
09/28/2020 02:00 EDT,65.5,0.00,0,84,2.9,138,0,65.8,0.17,61
09/28/2020 01:00 EDT,66.6,0.00,0,80,2.2,154,0,66.2,0.17,60
09/28/2020 00:00 EDT,67.5,0.00,0,77,2.9,147,0,66.6,0.17,60
09/27/2020 23:00 EDT,68.0,0.00,0,76,2.9,152,0,66.9,0.17,60
09/27/2020 22:00 EDT,69.1,0.00,0,73,2.9,146,0,67.5,0.17,60
09/27/2020 21:00 EDT,71.4,0.00,0,68,4.5,150,0,68.0,0.17,60
09/27/2020 20:00 EDT,67.8,0.00,0,69,1.6,150,0,68.5,0.17,57
09/27/2020 19:00 EDT,75.9,0.00,0,54,3.8,177,3,69.3,0.17,58
09/27/2020 18:00 EDT,80.1,0.00,0,46,5.1,160,16,69.4,0.17,57
09/27/2020 17:00 EDT,81.7,0.00,0,44,8.9,156,31,69.6,0.18,58
09/27/2020 16:00 EDT,82.0,0.00,0,47,8.3,157,43,69.3,0.18,60
09/27/2020 15:00 EDT,80.6,0.00,0,50,8.9,147,52,68.7,0.18,60
09/27/2020 14:00 EDT,81.5,0.00,0,50,10.5,171,56,67.5,0.18,61
09/27/2020 13:00 EDT,78.6,0.00,0,55,11.9,170,56,66.2,0.18,61
09/27/2020 12:00 EDT,73.8,0.00,0,68,9.6,125,51,64.9,0.18,63
09/27/2020 11:00 EDT,70.5,0.00,0,76,6.0,147,41,63.9,0.18,63
09/27/2020 10:00 EDT,66.2,0.00,3,84,8.9,142,29,63.3,0.18,61
09/27/2020 09:00 EDT,63.5,0.00,14,88,6.7,145,12,63.0,0.18,60
09/27/2020 08:00 EDT,60.6,0.00,42,92,4.5,142,2,63.1,0.18,58
09/27/2020 07:00 EDT,60.3,0.00,48,92,4.5,126,0,63.3,0.18,58
09/27/2020 06:00 EDT,61.2,0.00,47,91,6.0,140,0,63.7,0.18,59
09/27/2020 05:00 EDT,60.6,0.00,50,92,3.8,146,0,63.9,0.18,58
09/27/2020 04:00 EDT,60.8,0.00,47,92,4.5,136,0,64.2,0.18,58
09/27/2020 03:00 EDT,61.3,0.00,13,89,3.8,140,0,64.6,0.18,58
09/27/2020 02:00 EDT,61.9,0.00,12,88,2.9,154,0,64.9,0.18,58
09/27/2020 01:00 EDT,63.0,0.00,8,87,3.8,138,0,65.3,0.18,59
09/27/2020 00:00 EDT,64.8,0.00,0,83,5.1,153,0,65.7,0.18,60
09/26/2020 23:00 EDT,65.7,0.00,0,80,4.5,142,0,66.2,0.18,59
09/26/2020 22:00 EDT,67.5,0.00,0,77,2.9,145,0,66.6,0.18,60
09/26/2020 21:00 EDT,68.9,0.00,0,75,4.5,142,0,67.1,0.18,61
09/26/2020 20:00 EDT,69.6,0.00,0,70,2.9,139,0,67.8,0.18,59
09/26/2020 19:00 EDT,73.2,0.00,0,61,2.9,147,2,68.4,0.18,59
09/26/2020 18:00 EDT,76.6,0.00,0,55,6.0,153,16,68.7,0.18,59
09/26/2020 17:00 EDT,80.2,0.00,0,47,8.9,180,28,68.7,0.18,58
09/26/2020 16:00 EDT,79.2,0.00,0,49,8.3,159,30,68.7,0.18,58
09/26/2020 15:00 EDT,81.1,0.00,0,46,9.6,174,53,68.0,0.18,58
09/26/2020 14:00 EDT,78.8,0.00,0,53,8.9,131,56,66.7,0.18,60
09/26/2020 13:00 EDT,75.6,0.00,0,58,8.3,136,58,65.1,0.18,60
09/26/2020 12:00 EDT,73.0,0.00,0,65,7.4,128,54,63.7,0.18,61
09/26/2020 11:00 EDT,68.9,0.00,0,75,8.3,128,46,62.4,0.18,61
09/26/2020 10:00 EDT,66.6,0.00,1,81,6.0,128,32,61.5,0.18,61
09/26/2020 09:00 EDT,62.8,0.00,33,86,4.5,142,17,61.2,0.18,59
09/26/2020 08:00 EDT,56.1,0.00,60,96,0.0,157,5,61.3,0.18,55
09/26/2020 07:00 EDT,52.7,0.00,60,96,0.7,156,0,61.7,0.18,52
09/26/2020 06:00 EDT,57.9,0.00,60,94,2.9,152,0,62.1,0.18,56
09/26/2020 05:00 EDT,55.0,0.00,60,91,0.7,161,0,62.6,0.18,52
09/26/2020 04:00 EDT,58.1,0.00,57,88,1.6,168,0,63.0,0.18,55
09/26/2020 03:00 EDT,57.0,0.00,60,87,0.0,114,0,63.3,0.18,53
09/26/2020 02:00 EDT,61.9,0.00,60,82,2.9,146,0,63.9,0.18,56
09/26/2020 01:00 EDT,58.5,0.00,60,93,0.7,340,0,64.4,0.18,56
09/26/2020 00:00 EDT,56.8,0.00,60,97,2.2,314,0,64.9,0.18,56
09/25/2020 23:00 EDT,57.6,0.00,60,96,1.6,309,0,65.7,0.18,56
09/25/2020 22:00 EDT,59.0,0.00,60,94,0.7,67,0,66.4,0.18,57
09/25/2020 21:00 EDT,59.2,0.00,60,92,0.7,286,0,67.1,0.18,57
09/25/2020 20:00 EDT,61.0,0.00,25,87,0.7,38,0,68.0,0.18,57
09/25/2020 19:00 EDT,67.6,0.00,0,77,1.6,48,4,68.7,0.18,60
09/25/2020 18:00 EDT,75.4,0.00,0,66,0.7,62,16,69.1,0.18,63
09/25/2020 17:00 EDT,78.8,0.00,0,48,1.6,358,30,69.1,0.18,57
09/25/2020 16:00 EDT,79.3,0.00,0,48,1.6,338,43,68.9,0.18,58
09/25/2020 15:00 EDT,79.0,0.00,0,54,3.8,69,52,68.4,0.18,61
09/25/2020 14:00 EDT,78.3,0.00,0,54,2.2,333,55,66.9,0.18,60
09/25/2020 13:00 EDT,78.8,0.01,0,58,1.6,340,51,65.3,0.18,63
09/25/2020 12:00 EDT,73.4,0.00,0,69,3.8,115,52,63.5,0.18,63
09/25/2020 11:00 EDT,70.2,0.00,0,76,3.8,98,43,61.9,0.18,62
09/25/2020 10:00 EDT,67.3,0.00,3,80,2.2,149,30,61.0,0.18,61
09/25/2020 09:00 EDT,62.2,0.00,44,88,2.9,157,16,60.4,0.18,59
09/25/2020 08:00 EDT,56.7,0.00,60,98,0.0,168,5,60.6,0.18,56
09/25/2020 07:00 EDT,54.9,0.00,60,99,0.0,168,0,61.0,0.18,55
09/25/2020 06:00 EDT,54.5,0.00,60,99,0.0,168,0,61.3,0.18,54
09/25/2020 05:00 EDT,54.7,0.00,60,98,0.7,168,0,61.7,0.18,54
09/25/2020 04:00 EDT,56.7,0.00,60,99,1.6,149,0,62.1,0.18,56
09/25/2020 03:00 EDT,56.1,0.00,60,100,0.7,279,0,62.4,0.18,56
09/25/2020 02:00 EDT,55.6,0.00,60,99,0.7,279,0,63.0,0.18,55
09/25/2020 01:00 EDT,56.3,0.00,60,99,0.0,279,0,63.5,0.18,56
09/25/2020 00:00 EDT,56.3,0.00,60,98,0.0,279,0,63.9,0.18,56
09/24/2020 23:00 EDT,58.5,0.01,60,98,0.0,279,0,64.4,0.18,58
09/24/2020 22:00 EDT,59.9,0.00,60,98,0.7,279,0,64.9,0.18,59
09/24/2020 21:00 EDT,61.0,0.00,60,97,1.6,277,0,65.7,0.18,60
09/24/2020 20:00 EDT,63.1,0.01,60,96,1.6,277,0,66.4,0.18,62
09/24/2020 19:00 EDT,65.7,0.00,33,92,0.7,312,5,66.7,0.18,63
09/24/2020 18:00 EDT,70.2,0.02,18,86,0.7,0,15,66.9,0.18,66
09/24/2020 17:00 EDT,67.6,0.05,50,88,0.7,299,9,67.1,0.18,64
09/24/2020 16:00 EDT,70.9,0.00,4,65,7.4,313,28,67.1,0.18,59
09/24/2020 15:00 EDT,80.4,0.00,0,48,6.7,281,46,66.2,0.18,59
09/24/2020 14:00 EDT,79.5,0.00,0,54,6.0,258,51,64.8,0.18,61
09/24/2020 13:00 EDT,75.9,0.00,0,63,2.2,121,43.5,63.3,0.18,62
09/24/2020 12:00 EDT,71.6,0.00,0,71,3.8,84,36,62.1,0.18,62
09/24/2020 11:00 EDT,68.4,0.00,0,77,4.5,132,35,61.0,0.18,61
09/24/2020 10:00 EDT,68.0,0.00,15,80,3.8,104,32,60.1,0.18,62
09/24/2020 09:00 EDT,61.2,0.00,38,89,1.6,132,18.0,59.5,0.18,58
09/24/2020 08:00 EDT,54.0,0.00,60,99,0.0,279,4,59.7,0.18,54
09/24/2020 07:00 EDT,51.3,0.00,60,99,0.0,279,0,60.1,0.18,51
09/24/2020 06:00 EDT,50.9,0.00,60,99,0.0,279,0,60.3,0.18,51
09/24/2020 05:00 EDT,51.1,0.00,60,98,0.0,279,0,60.8,0.18,51
09/24/2020 04:00 EDT,52.0,0.00,60,98,0.7,279,0,61.2,0.18,51
09/24/2020 03:00 EDT,52.0,0.00,60,97,0.0,279,0,61.5,0.18,51
09/24/2020 02:00 EDT,53.1,0.00,60,96,0.0,279,0,62.1,0.18,52
09/24/2020 01:00 EDT,54.0,0.00,60,95,0.0,279,0,62.6,0.18,53
09/24/2020 00:00 EDT,54.0,0.00,60,92,0.0,279,0,63.0,0.18,52
09/23/2020 23:00 EDT,60.1,0.00,37,82,0.7,279,0,63.7,0.18,55
09/23/2020 22:00 EDT,62.1,0.00,30,80,2.2,282,0,64.2,0.18,56
09/23/2020 21:00 EDT,57.2,0.00,27,85,2.2,261,0,65.1,0.18,53
09/23/2020 20:00 EDT,56.3,0.00,7,83,0.0,253,0,66.0,0.17,51
09/23/2020 19:00 EDT,61.7,0.00,0,70,2.2,271,5,66.7,0.18,52
09/23/2020 18:00 EDT,73.4,0.00,0,47,2.2,320,20,67.1,0.18,52
09/23/2020 17:00 EDT,76.3,0.00,0,39,8.3,309,35,67.3,0.18,50
09/23/2020 16:00 EDT,77.2,0.00,0,35,7.4,310,47,66.9,0.18,47
09/23/2020 15:00 EDT,77.5,0.00,0,45,8.3,281,52,66.6,0.18,54
09/23/2020 14:00 EDT,76.3,0.00,0,50,8.3,295,62,65.1,0.18,56
09/23/2020 13:00 EDT,74.8,0.00,0,53,7.4,305,61,63.3,0.18,57
09/23/2020 12:00 EDT,73.2,0.00,0,58,7.4,295,56,61.5,0.18,58
09/23/2020 11:00 EDT,69.6,0.00,0,65,7.4,309,46,60.3,0.18,57
09/23/2020 10:00 EDT,66.9,0.00,0,69,8.9,292,34,59.2,0.18,56
09/23/2020 09:00 EDT,64.8,0.00,0,72,6.0,291,18,58.8,0.18,56
09/23/2020 08:00 EDT,61.5,0.00,0,78,6.7,278,5,58.8,0.18,55
09/23/2020 07:00 EDT,59.9,0.00,0,79,6.0,279,0,59.0,0.18,53
09/23/2020 06:00 EDT,60.1,0.00,0,77,6.7,279,0,59.0,0.18,53
09/23/2020 05:00 EDT,60.3,0.00,0,76,6.0,279,0,59.2,0.18,53
09/23/2020 04:00 EDT,61.0,0.00,0,73,7.4,272,0,59.2,0.18,52
09/23/2020 03:00 EDT,61.2,0.00,0,74,7.4,281,0,59.4,0.18,53
09/23/2020 02:00 EDT,60.6,0.00,0,75,6.0,282,0,59.4,0.18,53
09/23/2020 01:00 EDT,61.0,0.00,13,74,6.7,279,0,59.5,0.18,53
09/23/2020 00:00 EDT,51.1,0.00,37,86,0.7,122,0,59.9,0.18,47
09/22/2020 23:00 EDT,47.1,0.00,59,87,0.7,270,0,60.6,0.18,43
09/22/2020 22:00 EDT,46.0,0.00,48,88,0.7,270,0,61.3,0.18,43
09/22/2020 21:00 EDT,46.4,0.00,16,85,0.0,270,0,62.1,0.18,42
09/22/2020 20:00 EDT,49.3,0.00,4,82,1.6,15,0,63.0,0.18,44
09/22/2020 19:00 EDT,56.7,0.00,0,61,1.6,51,4,63.7,0.18,43
09/22/2020 18:00 EDT,64.6,0.00,0,46,1.6,321,16,64.0,0.18,43
09/22/2020 17:00 EDT,66.6,0.00,0,43,2.9,320,30,64.0,0.18,43
09/22/2020 16:00 EDT,67.6,0.00,0,42,4.5,336,42,63.9,0.18,44
09/22/2020 15:00 EDT,68.2,0.00,0,42,5.1,331,52,63.1,0.18,44
09/22/2020 14:00 EDT,68.0,0.00,0,42,4.5,313,58,61.7,0.18,44
09/22/2020 13:00 EDT,67.6,0.00,0,42,2.9,25,59,59.9,0.18,44
09/22/2020 12:00 EDT,64.9,0.00,0,45,3.8,282,54,57.9,0.18,43
09/22/2020 11:00 EDT,61.7,0.00,0,51,2.9,321,45,56.3,0.18,43
09/22/2020 10:00 EDT,56.7,0.00,2,62,2.2,256,33,55.4,0.18,44
09/22/2020 09:00 EDT,51.1,0.00,44,79,0.7,260,19,55.0,0.18,45
09/22/2020 08:00 EDT,42.8,0.00,60,96,0.0,268,6,55.4,0.18,42
09/22/2020 07:00 EDT,33.6,0.00,60,97,0.7,268,0,55.8,0.18,33
09/22/2020 06:00 EDT,35.2,0.00,60,97,1.6,268,0,56.1,0.18,34
09/22/2020 05:00 EDT,36.1,0.00,60,96,1.6,268,0,56.7,0.18,35
09/22/2020 04:00 EDT,36.5,0.00,60,96,1.6,268,0,57.0,0.18,35
09/22/2020 03:00 EDT,37.4,0.00,60,95,1.6,268,0,57.6,0.18,36
09/22/2020 02:00 EDT,38.3,0.00,60,95,1.6,268,0,58.1,0.18,37
09/22/2020 01:00 EDT,39.7,0.00,60,95,2.2,268,0,58.8,0.18,38
09/22/2020 00:00 EDT,40.5,0.00,60,91,1.6,278,0,59.4,0.18,38
09/21/2020 23:00 EDT,42.6,0.00,60,87,1.6,282,0,60.1,0.18,39
09/21/2020 22:00 EDT,42.1,0.00,59,87,1.6,282,0,61.0,0.18,39
09/21/2020 21:00 EDT,44.1,0.00,20,82,1.6,312,0,61.9,0.18,39
09/21/2020 20:00 EDT,50.5,0.00,0,67,0.7,312,0,62.8,0.18,40
09/21/2020 19:00 EDT,53.2,0.00,0,61,0.0,65,6,63.7,0.18,40
09/21/2020 18:00 EDT,63.5,0.00,0,38,1.6,114,22,64.0,0.18,37
09/21/2020 17:00 EDT,66.2,0.00,0,32,0.7,107,37,64.0,0.18,35
09/21/2020 16:00 EDT,65.7,0.00,0,33,2.2,72,49,63.9,0.18,36
09/21/2020 15:00 EDT,65.5,0.00,0,35,5.1,142,59,63.3,0.18,37
09/21/2020 14:00 EDT,65.3,0.00,0,36,3.8,88,65,61.7,0.18,38
09/21/2020 13:00 EDT,64.6,0.00,0,39,2.9,118,64,59.7,0.18,39
09/21/2020 12:00 EDT,63.0,0.00,0,43,2.9,131,60,57.7,0.18,40
09/21/2020 11:00 EDT,57.4,0.00,0,60,6.0,119,50,56.1,0.18,44
09/21/2020 10:00 EDT,53.8,0.00,0,68,6.7,110,37,55.0,0.18,43
09/21/2020 09:00 EDT,50.2,0.00,35,76,3.8,152,22,54.9,0.18,43
09/21/2020 08:00 EDT,42.1,0.00,60,92,0.0,302,7,55.0,0.18,40
09/21/2020 07:00 EDT,34.3,0.00,60,97,0.0,302,0,55.4,0.18,34
09/21/2020 06:00 EDT,34.9,0.00,60,96,0.0,302,0,55.9,0.18,34
09/21/2020 05:00 EDT,34.5,0.00,60,96,0.0,302,0,56.5,0.18,33
09/21/2020 04:00 EDT,33.4,0.00,60,95,2.2,302,0,57.0,0.18,32
09/21/2020 03:00 EDT,35.6,0.00,60,94,2.2,302,0,57.6,0.18,34
09/21/2020 02:00 EDT,36.5,0.00,60,93,2.2,302,0,58.1,0.18,35
09/21/2020 01:00 EDT,36.9,0.00,60,92,2.2,302,0,58.6,0.18,35
09/21/2020 00:00 EDT,38.1,0.00,60,89,0.7,302,0,59.4,0.18,35
09/20/2020 23:00 EDT,40.1,0.00,60,86,1.6,303,0,60.3,0.18,36
09/20/2020 22:00 EDT,40.1,0.00,60,85,0.7,313,0,61.0,0.18,36
09/20/2020 21:00 EDT,41.4,0.00,18,80,0.7,357,0,62.1,0.18,36
09/20/2020 20:00 EDT,46.4,0.00,1,72,1.6,358,0,63.0,0.18,38
09/20/2020 19:00 EDT,52.3,0.00,0,53,0.0,358,7,63.9,0.18,36
09/20/2020 18:00 EDT,59.4,0.00,0,41,2.2,56,23,64.4,0.18,36
09/20/2020 17:00 EDT,60.6,0.00,0,33,3.8,58,38,64.4,0.18,31
09/20/2020 16:00 EDT,61.3,0.00,0,33,2.9,79,51,64.2,0.18,32
09/20/2020 15:00 EDT,63.5,0.00,0,36,2.9,62,55,63.9,0.18,36
09/20/2020 14:00 EDT,60.6,0.00,0,37,6.0,90,65,62.4,0.18,34
09/20/2020 13:00 EDT,59.4,0.00,0,38,6.0,49,60,60.6,0.18,34
09/20/2020 12:00 EDT,57.6,0.00,0,44,6.0,86,59,58.8,0.18,36
09/20/2020 11:00 EDT,55.8,0.00,0,55,2.2,160,51,57.4,0.18,40
09/20/2020 10:00 EDT,52.2,0.00,0,69,2.2,76,25,56.7,0.18,42
09/20/2020 09:00 EDT,46.0,0.00,0,85,0.7,292,10,56.3,0.18,42
09/20/2020 08:00 EDT,42.6,0.00,50,93,0.0,292,5,56.5,0.18,41
09/20/2020 07:00 EDT,39.4,0.00,60,94,0.7,289,0,56.7,0.18,38
09/20/2020 06:00 EDT,40.5,0.00,60,94,0.0,289,0,56.8,0.18,39
09/20/2020 05:00 EDT,40.1,0.00,60,92,0.0,289,0,57.0,0.18,38
09/20/2020 04:00 EDT,39.4,0.00,60,92,0.0,289,0,57.2,0.18,37
09/20/2020 03:00 EDT,37.4,0.00,60,92,1.6,279,0,57.4,0.18,35
09/20/2020 02:00 EDT,35.4,0.00,60,94,1.6,270,0,58.1,0.18,34
09/20/2020 01:00 EDT,35.2,0.00,60,94,1.6,270,0,58.6,0.18,34
09/20/2020 00:00 EDT,35.2,0.00,60,93,1.6,270,0,59.4,0.18,33
09/19/2020 23:00 EDT,36.9,0.00,60,90,1.6,270,0,60.3,0.18,34
09/19/2020 22:00 EDT,39.0,0.00,60,86,1.6,270,0,61.0,0.18,35
09/19/2020 21:00 EDT,39.7,0.00,54,83,1.6,270,0,62.1,0.18,35
09/19/2020 20:00 EDT,41.7,0.00,1,76,0.7,300,0,63.1,0.18,35
09/19/2020 19:00 EDT,48.6,0.00,0,54,0.7,347,7,64.0,0.18,33
09/19/2020 18:00 EDT,53.4,0.00,0,43,4.5,319,23,64.8,0.18,31
09/19/2020 17:00 EDT,55.2,0.00,0,41,4.5,324,39,64.9,0.18,32
09/19/2020 16:00 EDT,56.8,0.00,0,41,5.1,336,51,64.8,0.18,33
09/19/2020 15:00 EDT,58.1,0.00,0,43,5.1,330,60,64.4,0.18,36
09/19/2020 14:00 EDT,58.1,0.00,0,43,3.8,351,65,63.0,0.18,36
09/19/2020 13:00 EDT,55.9,0.00,0,44,6.7,305,67,61.2,0.18,34
09/19/2020 12:00 EDT,56.3,0.00,0,47,5.1,260,54,59.4,0.18,36
09/19/2020 11:00 EDT,54.9,0.00,0,51,3.8,345,52,57.9,0.18,37
09/19/2020 10:00 EDT,53.8,0.00,0,50,1.6,211,38,56.8,0.18,36
09/19/2020 09:00 EDT,48.9,0.00,0,64,2.2,282,22,56.7,0.19,37
09/19/2020 08:00 EDT,41.0,0.00,41,87,1.6,289,7,57.0,0.19,37
09/19/2020 07:00 EDT,33.6,0.00,60,93,1.6,277,0,57.4,0.18,32
09/19/2020 06:00 EDT,34.9,0.00,60,92,1.6,277,0,57.9,0.18,33
09/19/2020 05:00 EDT,36.1,0.00,60,91,1.6,277,0,58.5,0.18,34
09/19/2020 04:00 EDT,36.0,0.00,60,90,1.6,277,0,59.0,0.18,33
09/19/2020 03:00 EDT,37.4,0.00,60,89,1.6,277,0,59.5,0.18,34
09/19/2020 02:00 EDT,38.5,0.00,60,90,0.7,258,0,60.3,0.18,36
09/19/2020 01:00 EDT,39.9,0.00,60,87,0.7,69,0,61.0,0.18,36
09/19/2020 00:00 EDT,40.3,0.00,55,89,0.7,117,0,61.7,0.18,37
09/18/2020 23:00 EDT,44.2,0.00,21,76,0.0,303,0,62.4,0.18,37
09/18/2020 22:00 EDT,46.0,0.00,4,79,0.0,303,0,63.1,0.18,40
09/18/2020 21:00 EDT,48.0,0.00,0,72,0.0,303,0,63.9,0.18,39
09/18/2020 20:00 EDT,48.6,0.00,0,68,0.7,303,0,64.6,0.18,39
09/18/2020 19:00 EDT,52.2,0.00,0,55,1.6,300,5,65.3,0.18,37
09/18/2020 18:00 EDT,54.9,0.00,0,46,2.9,341,17,66.0,0.18,35
09/18/2020 17:00 EDT,55.8,0.00,0,47,3.8,348,26,66.6,0.18,36
09/18/2020 16:00 EDT,57.2,0.00,0,44,5.1,347,51,66.6,0.18,35
09/18/2020 15:00 EDT,57.0,0.00,0,45,4.5,25,56,66.6,0.18,36
09/18/2020 14:00 EDT,59.0,0.00,0,42,6.7,21,65,65.1,0.18,36
09/18/2020 13:00 EDT,59.4,0.00,0,42,6.0,7,65,63.3,0.18,36
09/18/2020 12:00 EDT,59.0,0.00,0,43,4.5,3,59,61.7,0.18,37
09/18/2020 11:00 EDT,56.5,0.00,0,50,3.8,3,36,60.8,0.18,38
09/18/2020 10:00 EDT,53.8,0.00,0,53,2.9,15,24,60.3,0.18,37
09/18/2020 09:00 EDT,53.2,0.00,0,62,2.9,46,11,60.1,0.19,41
09/18/2020 08:00 EDT,50.5,0.00,6,74,2.2,49,2,60.1,0.19,43
09/18/2020 07:00 EDT,50.0,0.00,47,81,0.7,14,0,60.3,0.19,44
09/18/2020 06:00 EDT,49.8,0.00,60,86,1.6,358,0,60.4,0.19,46
